target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_barter	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	1 件を道具の型(Trade = PublicTrade / OrderBook::Snapshot / OrderBook::Update / Candle / Liquidation)の MarketEvent で渡し、戦略の回に InstrumentDataState が受けた型・時刻・欄(板の値と量は Decimal の文字列を数に)。道具の型名 candle
opp_barter	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い
opp_barter	p3-liquidation	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	1 件を道具の型(Trade = PublicTrade / OrderBook::Snapshot / OrderBook::Update / Candle / Liquidation)の MarketEvent で渡し、戦略の回に InstrumentDataState が受けた型・時刻・欄(板の値と量は Decimal の文字列を数に)。道具の型名 liquidation
opp_barter	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い(この場面の 6 件は資金調達を含む)
opp_barter	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	戦略が時刻を頼んで起こされる口が無い(generate_algo_orders は engine が事象を 1 件処理するたびに呼ぶ。時計 HistoricalClock は事象の time_exchange を追うだけで、頼んだ時刻の事象を作らない)
opp_barter	p3-notice-accepted	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""notices"": []}"	ok	"{""notices"": []}"	"{""notices"": [""accepted""]}"	1 回目の generate_algo_orders で指値 買い 1 @90(OrderRequestOpen、OrderKind::Limit)。戦略は各回に InstrumentDataState が受けた AccountEvent を記録した。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)
opp_barter	p3-notice-rejected	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""notices"": []}"	ok	"{""notices"": []}"	"{""notices"": [""rejected""]}"	模擬の取引所の残高 usdt 1000(現物)、1 回目に成行 買い 1(値 1,000,000)。戦略が受けた AccountEvent。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)
opp_barter	p3-notice-filled	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""filled_qty_in_notices"": 0}"	ok	"{""filled_qty_in_notices"": 0}"	"{""filled_qty_in_notices"": 1.0}"	1 回目に成行 買い 1(値 100)。戦略が受けた AccountEvent の Trade の数量の合計。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)
opp_barter	p4-visible-at-step	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	戦略に渡るのは EngineState(銘柄ごとの InstrumentDataState・注文・建玉など)で、過去の事象の列を読む口が無い(過去を持つのは利用者が InstrumentDataState に自分で書いた分だけ)
opp_barter	p4-received-time	P0-4	value	不一致	不一致	2 回の実行で同じ	ok	"{""price101_delivered_at_ns"": 1700092800000000000, ""price101_visible_at_day2"": true, ""price101_visible_at_day4"": true}"	ok	"{""price101_delivered_at_ns"": 1700092800000000000, ""price101_visible_at_day2"": true, ""price101_visible_at_day4"": true}"	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	約定の time_exchange=T0+1 日・time_received=T0+3 日(MarketEvent の 2 つの時刻)で、取引所の時刻の順の 1 本の流れで渡した。engine の時計は time_exchange を追う(engine/clock.rs HistoricalClock)。戦略の各回(型, time_exchange, time_received): [('trade', 1700092800000000000, 1700265600000000000), ('trade', 1700179200000000000, 1700179200000000000), ('trade', 1700352000000000000, 1700352000000000000)]
opp_barter	p4-future-read-attempt	P0-4	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	戦略が市場の事象を時刻や位置で読む口が無い(generate_algo_orders に渡るのは EngineState だけで、市場の事象の流れ MarketDataInMemory は engine の入力で戦略からは見えない)
opp_barter	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い
opp_barter	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い
opp_barter	p5-same-stream-order	P0-5	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""prices"": [101.0, 99.0, 100.0]}"	ok	"{""prices"": [101.0, 99.0, 100.0]}"	"{""prices"": [101.0, 99.0, 100.0]}"	同じ時刻の約定 3 件を 1 本の流れで渡し、戦略の各回に受けた値の順
opp_barter	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	模擬の取引所(backtest の唯一の執行 ExecutionConfig::Mock)は指値を受けず(MockExchange::validate_order_kind_supported は Market だけ)、取消は unimplemented!()(barter-execution/src/exchange/mock/mod.rs の cancel_order)。試したこと: 1 回目に指値 買い 1 @90、2 回目に注文の数を読んだ -> [{'submit_at': 1}, {'orders': 1, 'position_qty': None, 'read_at': 2}, {'done': True}]
opp_barter	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	模擬の取引所(backtest の唯一の執行 ExecutionConfig::Mock)は指値を受けず(MockExchange::validate_order_kind_supported は Market だけ)、取消は unimplemented!()(barter-execution/src/exchange/mock/mod.rs の cancel_order)。試したこと: 1 回目に指値 買い 1 @90、2 回目に注文の数を読んだ -> [{'submit_at': 1}, {'orders': 1, 'position_qty': None, 'read_at': 2}, {'done': True}]
opp_barter	p6-fill-seen-by-strategy	P0-6	capability	不一致	不一致	2 回の実行で同じ	ok	"{""filled_qty_at_call3"": null}"	ok	"{""filled_qty_at_call3"": null}"	"{""filled_qty_at_call3"": 1.0}"	1 回目に成行 買い 1、3 回目に EngineState の銘柄の position.current の quantity_abs(注文ごとの約定済み数量の欄は注文の状態に無い)。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'orders': 1, 'position_qty': None, 'read_at': 3}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)
opp_barter	p7-fill-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_price"": 12345.0}"	約定の模型の口が無い(backtest の執行は ExecutionConfig::Mock だけで、MockExchange は成行を注文の値でその場で埋める。設定は latency_ms・fees_percent・残高)
opp_barter	p7-latency-model-swap	P0-7	capability	不一致	不一致	2 回の実行で同じ	ok	"{""fill_time_ns"": null}"	ok	"{""fill_time_ns"": null}"	"{""fill_time_ns"": 1700006400007000000}"	MockExecutionConfig.latency_ms = 14(往復。取引所に届くのは半分の 7 ms、MockExchange::update_time_exchange)、T0 に成行 買い 1。戦略が受けた Trade の time_exchange。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)
opp_barter	p7-cost-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.5}"	費用の口は MockExecutionConfig.fees_percent(約定の値 × 数量 × 率)の 1 つで、約定 1 件の定額を渡す口が無い
opp_barter	p7-cost-per-unit	P0-7	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.75}"	費用の口は MockExecutionConfig.fees_percent(約定の値 × 数量 × 率)の 1 つで、価格によらない数量あたりの額を渡す口が無い
opp_barter	p7-account-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""account_recorded_fill_qty"": [1.0]}"	口座を差し替える口が無い(模擬の取引所の口座 MockExchange.account は initial_state の残高から作られ、EngineState の 建玉・残高は engine が AccountEvent から更新する)
