target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1	types_in	types_added	requests
current_impl	p2-s-float-held	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200001953125}"	単位 s の時刻を float で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200.0019531 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.float64(1704067200.0019531)](型 ['float64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-s-float-subns	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)"", ""refused_by_entry"": true}"	単位 s の時刻を float で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200.1234567 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.float64(1704067200.1234567)](型 ['float64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-ms-text	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123456789}"	単位 ms の時刻を str で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が '1704067200123.456789' の candles を run_backtest に渡した -> 戦略に届いた添字 ['1704067200123.456789'](型 ['str']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-ms-text-subns	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)"", ""refused_by_entry"": true}"	単位 ms の時刻を str で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が '1704067200123.4567891' の candles を run_backtest に渡した -> 戦略に届いた添字 ['1704067200123.4567891'](型 ['str']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-ms-int	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123000000}"	単位 ms の時刻を int で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200123 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.int64(1704067200123)](型 ['int64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-ms-float-held	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123015625}"	単位 ms の時刻を float で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200123.0156 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.float64(1704067200123.0156)](型 ['float64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-ms-float-subns	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)"", ""refused_by_entry"": true}"	単位 ms の時刻を float で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200123.4568 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.float64(1704067200123.4568)](型 ['float64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-us-text	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123456789}"	単位 us の時刻を str で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が '1704067200123456.789' の candles を run_backtest に渡した -> 戦略に届いた添字 ['1704067200123456.789'](型 ['str']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-us-text-subns	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)"", ""refused_by_entry"": true}"	単位 us の時刻を str で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が '1704067200123456.7891' の candles を run_backtest に渡した -> 戦略に届いた添字 ['1704067200123456.7891'](型 ['str']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-us-int	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123456000}"	単位 us の時刻を int で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200123456 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.int64(1704067200123456)](型 ['int64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p2-us-float-held	P0-2	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""int64_ns"": 1704067200123456750}"	単位 us の時刻を float で読む入口が無い(この道具の時刻の入口: 無し)。単位を受ける引数も変換も無い(run_backtest の入力は candles の DataFrame だけ)。試したこと: 添字が 1704067200123456.8 の candles を run_backtest に渡した -> 戦略に届いた添字 [np.float64(1704067200123456.8)](型 ['float64']。単位の変換はされない)	null	{}	[]	null	[]	[]	[]
current_impl	p3-trade	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	「trade」を渡す口が無い。試したこと: run_backtest(strategy, candles=<['price', 'qty', 'side'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	[]	[]	[]
current_impl	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	「book_snapshot」を渡す口が無い。試したこと: run_backtest(strategy, candles=<['bids', 'asks'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	[]	[]	[]
current_impl	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	「book_delta」を渡す口が無い。試したこと: run_backtest(strategy, candles=<['side', 'price', 'qty'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	[]	[]	[]
current_impl	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足 1 本を渡し、呼び出しで受け取った行を記録	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/home/user/trade/src/bot/backtest/engine.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""type"": ""pandas.DataFrame"", ""type_file"": ""/usr/local/lib/python3.11/dist-packages/pandas/__init__.py""}]}"	{}	"[{""at"": ""backtest/engine.py:134"", ""decided_from"": [""場面の入力""], ""fn"": ""bot.backtest.engine.run_backtest"", ""what"": ""run_backtest(strategy, candles=場面の事象の足の DataFrame)"", ""when"": ""開始前""}]"	null	"[""足""]"	[]	[]
current_impl	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	「funding」を渡す口が無い。試したこと: run_backtest(strategy, candles=<['rate'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	[]	[]	[]
current_impl	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	「liquidation」を渡す口が無い。試したこと: run_backtest(strategy, candles=<['price', 'qty', 'side'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	[]	[]	[]
current_impl	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	足以外の 5 種を渡す口が無い。試したこと: run_backtest(strategy, candles=<['price', 'qty', 'side', 'bids', 'asks', 'rate'] の DataFrame>) -> KeyError: 'close'	null	{}	[]	null	"[""足""]"	[]	[]
current_impl	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	戦略は on_candles から Signal を返すだけで、時刻を頼む口が無い。試したこと: Signal(type=HOLD, timer_ns=...) -> TypeError: Signal.__init__() got an unexpected keyword argument 'timer_ns' / run_backtest(..., timers=...) -> TypeError: run_backtest() got an unexpected keyword argument 'timers'	null	{}	[]	null	[]	[]	[]
current_impl	p3-notice-accepted	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""accepted""]}"	戦略へ通知を届ける呼び出しが無い。試したこと: 約定を足に代えて(any_type)1 回目に BUY を返し、エンジンが戦略に対して呼んだ名前を記録 -> ['carriers', 'min_history', 'on_candles'](on_candles と min_history だけ)。Strategy の文書(base.py 2〜4 行)も「注文を知らない」と書く	null	{}	[]	null	[]	[]	"[""place""]"
current_impl	p3-notice-rejected	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""rejected""]}"	戦略へ通知を届ける呼び出しが無い。試したこと: 約定を足に代えて(any_type)1 回目に BUY を返し、エンジンが戦略に対して呼んだ名前を記録 -> ['carriers', 'min_history', 'on_candles'](on_candles と min_history だけ)。Strategy の文書(base.py 2〜4 行)も「注文を知らない」と書く	null	{}	[]	null	[]	[]	"[""place""]"
current_impl	p3-notice-filled	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_in_notices"": 1.0}"	戦略へ通知を届ける呼び出しが無い。試したこと: 約定を足に代えて(any_type)1 回目に BUY を返し、エンジンが戦略に対して呼んだ名前を記録 -> ['carriers', 'min_history', 'on_candles'](on_candles と min_history だけ)。Strategy の文書(base.py 2〜4 行)も「注文を知らない」と書く	null	{}	[]	null	[]	[]	"[""place""]"
current_impl	p4-visible-at-step	P0-4	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	T0 + 4 日の呼び出しの on_candles で受け取った candles の close を読んだ件数と最大	"{""reads"": [{""in_call_by"": [""/home/user/trade/src/bot/backtest/engine.py""], ""in_user_loop"": false, ""means"": ""on_candles の引数 candles['close']"", ""of"": {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/home/user/trade/src/bot/backtest/engine.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""type"": ""pandas.DataFrame"", ""type_file"": ""/usr/local/lib/python3.11/dist-packages/pandas/__init__.py""}, ""returned"": [100.0, 101.0, 102.0, 103.0], ""touched"": [], ""touched_count"": 12}]}"	{}	"[{""at"": ""backtest/engine.py:134"", ""decided_from"": [""場面の入力""], ""fn"": ""bot.backtest.engine.run_backtest"", ""what"": ""run_backtest(strategy, candles=場面の事象の足の DataFrame)"", ""when"": ""開始前""}]"	null	"[""足""]"	[]	[]
current_impl	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	1 件に時刻を 1 つしか持てない(candles の DataFrame の添字 1 つ)。受け取れる時刻を別に渡す口が無い。試したこと: run_backtest(..., received_time=...) -> TypeError: run_backtest() got an unexpected keyword argument 'received_time' / run_backtest(..., latency=...) -> TypeError: run_backtest() got an unexpected keyword argument 'latency'	null	{}	[]	null	[]	[]	[]
