target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1	types_in	types_added	requests
opp_akurkar07_orderbook	p3-bar	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-notice-accepted	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""accepted""]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-notice-rejected	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""rejected""]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p3-notice-filled	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_in_notices"": 1.0}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p4-visible-at-step	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p4-future-read-attempt	P0-4	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 [] は 0 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 対応なし / p3-book_snapshot: 対応なし / p3-book_delta: 対応なし / p3-bar: 対応なし / p3-funding: 対応なし / p3-liquidation: 対応なし)	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 [] は 0 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 対応なし / p3-book_snapshot: 対応なし / p3-book_delta: 対応なし / p3-bar: 対応なし / p3-funding: 対応なし / p3-liquidation: 対応なし)	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p5-same-stream-order	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""prices"": [101.0, 99.0, 100.0]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p6-fill-seen-by-strategy	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_at_call3"": 1.0}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p7-fill-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_price"": 12345.0}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p7-latency-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_time_ns"": 1700006400007000000}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p7-cost-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.5}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p7-cost-per-unit	P0-7	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.75}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
opp_akurkar07_orderbook	p7-account-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""account_recorded_fill_qty"": [1.0]}"	この道具は C++ の照合の機関(OrderBook の place_limit_order / place_market_order / cancel_order)だけで、相場の事象を受ける口・事象ごとに戦略を呼ぶ口・通知・時計・遅延・費用・口座が無く、注文の時刻は構築の瞬間の steady_clock。試したこと: c101_driver(rc=0) -> place_limit_order(Sell 100.0 x100 id=1) fills=0 | place_market_order(Buy x1 id=2) fills=1 [px=100.00 qty=1 buy=2 sell=1] | place_limit_order(Buy 90.0 x1 id=3) fills=0 | cancel_order(3) -> 1 | book_empty=0	null	{}	[]	null	[]	[]	null
