target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1
opp_daniyalmlk_slippage	p3-bar	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い(足を事象として戦略に届ける口が無い)。試したこと: bars.csv 1 行を load_bars で読んだ -> 道具が持つ Bar (1700092800000000000, 100.0, 101.0, 99.0, 100.5, 12.0)(足の型 Bar は在るが、戦略に渡らない)	null	{}	[]	null
opp_daniyalmlk_slippage	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-notice-accepted	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""accepted""]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-notice-rejected	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""rejected""]}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p3-notice-filled	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_in_notices"": 1.0}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p4-visible-at-step	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p4-future-read-attempt	P0-4	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 [] は 0 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 対応なし / p3-book_snapshot: 対応なし / p3-book_delta: 対応なし / p3-bar: 対応なし / p3-funding: 対応なし / p3-liquidation: 対応なし)	null	{}	[]	null
opp_daniyalmlk_slippage	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 [] は 0 種で、この場面の最低 2 種に足りない(同じ実行の p3 の採点: p3-trade: 対応なし / p3-book_snapshot: 対応なし / p3-book_delta: 対応なし / p3-bar: 対応なし / p3-funding: 対応なし / p3-liquidation: 対応なし)	null	{}	[]	null
opp_daniyalmlk_slippage	p5-same-stream-order	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""prices"": [101.0, 99.0, 100.0]}"	同じ時刻の 3 行を bars.csv にして load_bars -> InputError: /tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/tmp0cltyh_r/bars.csv: X: duplicate bar timestamp datetime.datetime(2023, 11, 1	null	{}	[]	null
opp_daniyalmlk_slippage	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
opp_daniyalmlk_slippage	p6-fill-seen-by-strategy	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_at_call3"": 1.0}"	この道具は執行の費用の分析(影響の模型・費用の分布・CSV の読み込み)で、事象を流して戦略を呼ぶ機関・注文・約定・通知・時計・遅延・口座が無い。試したこと: simulate_costs(LinearImpact(0, 0), [1.0], tau=1, volatility=0, paths=4) -> 平均 0.0; slippage の公開の名前 ['Aggregate', 'Bar', 'BarSeries', 'Benchmark', 'CalibrationError', 'ConvergenceError', 'CostDistribution', 'DelayBasis', 'Estimate', 'ExecutionProblem', 'ExecutionSample', 'Fill', 'FillAttribution', 'HalfLifeSensitivity', 'IdentifiabilityWarning', 'ImpactModel', 'InputError', 'InsufficientDataError', 'LinearImpact', 'LinearTemporaryFit', 'ModelComparison', 'NoVolumeError', 'Order', 'OrderReport', 'PovSchedule', 'PowerLawFit', 'PowerLawImpact', 'ScheduleCost', 'SchedulePlan', 'Score', 'ShortfallBreakdown', 'Side', 'SlippageError', 'SquareRootLaw', 'SyntheticBook', 'TcaReport', 'Trajectory', 'ValidationError', 'VolumeProfile', 'annotations']	null	{}	[]	null
